Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,..,3.66047151,5.526103005,5.716134832,6.475389585,6.101280083,6.080813337,6.234719162,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,1.9613582,2.187461379,1.900285977,2.325924404,2.036091061,2.025409285,2.456718254,3.243287637,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.398620609,1.871118313,1.883811784,2.132937571,2.211587235,2.343570115,2.488417184,2.594388285,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,4.009841443,4.973407605,6.239460052,6.330774317,6.30859109,6.1740503,6.057819383,6.072833581,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,23.93323802,14.14020184,20.48624704,21.10594553,24.60717794,24.18076388,19.23359197,22.12470124,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,8.54301079,5.328034342,5.731193724,5.964900206,6.71538056,6.119456526,5.450695963,5.871615869,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.066173051,0.089716851,0.127633338,0.125717252,0.137496219,0.158663009,0.179132409,0.162018806,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.038597042,0.042395011,0.022462399,0.024260032,0.02676196,0.030296973,0.03017577,0.044485376,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.278873182,0.497272909,1.055171109,1.109478009,1.212548739,0.984565517,0.958866077,0.933403237,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.140577279,0.162644456,0.330259355,0.350330567,0.358177248,0.369259354,0.372980821,0.437759998,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.148054522,0.224712545,0.346083304,0.33951502,0.281094803,0.290648216,0.312755732,0.314928068,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,15.65907038,17.36711469,15.96156016,15.723167,15.63975962,14.89063564,14.71197182,15.11715878,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,9.970251899,11.17156428,10.2688701,10.04168844,10.36992524,9.307268397,9.172054616,9.171838032,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.067358102,0.07128948,0.057449997,0.059350908,0.0622615,0.06533025,0.06601109,0.066593111,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.024008122,0.021098562,0.042718173,0.043496106,0.043865596,0.048200118,0.053328683,0.053777688,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,2.515810521,3.853499375,3.969555616,4.251715171,4.619729537,4.677982797,4.76586599,4.687376624,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,2.151570906,2.696862433,6.010102433,6.560520007,7.241515419,7.424750916,7.557211045,7.543907641,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.673025787,1.433620241,1.599905659,1.658923082,1.64912349,1.705398582,1.893103161,1.759537174,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.151457504,0.189314418,0.196081111,0.233942107,0.192025124,0.197567789,0.237378287,0.202814119,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.117591197,0.017292618,0.028027156,0.031314551,0.037377088,0.034820686,0.050339213,0.063369191,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,0.486838326,0.325124228,0.410345599,0.451406105,0.50055554,0.641061363,0.649833428,0.635369293,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,0.954653351,1.394703986,1.760677795,1.665175303,1.682660743,1.668780062,1.614402173,1.630951062,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.410408539,0.406991231,0.283812055,0.341512032,0.346951476,0.434007998,0.486455715,0.490206046,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,..,4.328211925,4.916384236,4.696195978,4.627629816,4.21645564,4.123953137,3.973804906,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,3.150989961,2.339161379,2.641408453,3.386127443,3.169444662,3.176608348,3.049362141,3.045210624,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,39.44566304,33.89940321,37.72628905,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,5.706562886,7.347326262,7.386924038,6.927903563,6.60156823,6.096256416,5.199663256,5.260352041,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,..,12.07688904,10.30832179,10.65257862,10.18548225,9.611985879,9.384891603,9.165978376,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,9.770698699,9.613175554,8.058895601,8.40721667,7.296383208,6.514800847,6.862565032,5.935712482,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.546573667,0.475248891,0.552127049,0.607471574,0.546278771,0.586763279,0.678855968,0.791961752,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,0.827228379,1.473620759,1.853346249,1.950531915,1.789578627,1.883279662,1.823370166,1.864285911,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,1.284840277,2.311301258,2.070810108,2.123958664,2.117090045,2.178544552,2.085432517,2.069986634,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.646869557,1.640605971,2.455104271,2.441361756,2.543911176,2.473495016,2.617689044,2.761702175,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.322777217,2.021660576,2.50693511,2.41019138,2.528167325,2.471928185,2.376329652,2.198980246,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.478002407,0.978678941,1.049801084,1.047522915,1.073590082,1.070997514,0.996713369,1.000644623,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.154636567,0.740177399,5.08234968,4.919642857,6.162746281,4.925379817,4.764156915,4.733816529,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,..,0.179415769,0.119104459,0.11692068,0.132758694,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,..,10.63625164,10.91432018,13.59968907,14.01673297,13.32400037,15.09371797,14.84881917,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,0.493830199,1.11930647,0.885167383,0.862756819,0.855951971,0.96657875,0.85657624,0.928714992,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.06276065,0.053348338,0.077619139,0.07509386,0.085803968,0.092622864,0.112072453,0.119124015,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,14.94722024,14.58792162,11.86633551,12.99122554,11.6932398,12.13140591,13.91665128,12.23784857,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.117269718,1.039677129,0.929697981,1.419979069,1.25604496,1.213104227,1.30887617,1.320574708,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,10.37716896,10.12847414,9.955194272,11.57528165,10.54447474,9.075433356,8.681780123,8.660721243,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,6.420670907,5.946665463,5.438356727,5.428980862,5.077911491,5.075063887,5.062174035,4.573182147,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,2.19973787,2.395641032,3.1895241,3.203935479,3.084790045,2.996190694,3.003012489,2.915134817,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,4.725217704,3.812587217,2.678457404,2.933224404,2.929968222,2.905518332,2.90571962,2.768265721,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.191987854,0.199448144,0.232603869,0.255713888,0.25617469,0.252317681,0.232722215,0.267684889,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,..,1.11256641,1.636221401,1.667568685,2.122236979,2.263802424,2.113793109,2.416460496,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,..,10.09563988,8.818595562,9.279634012,9.12485921,9.199299757,9.39062342,8.889370395,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.260957011,0.332065264,0.322460195,0.406162808,0.391342522,0.4615626,0.554930149,0.536533378,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,4.9037512,10.7022771,14.01996602,14.03202868,13.50220027,13.74184338,14.52448937,15.51348493,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,7.284521642,8.47843382,8.277892345,7.540183868,7.189762915,7.247007359,6.33661459,6.180337268,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,9.958938849,9.461120996,10.2217389,11.66377295,12.44034101,10.00501672,9.803250536,8.989181988,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,1.104483658,1.876460111,2.426008668,2.487241705,2.408022841,2.572577052,2.873797317,2.275498308,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.549031916,0.851067438,0.827854974,0.797292859,0.791834915,0.784016181,0.87418049,1.150977994,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.166320537,0.186502517,0.214326136,0.2412015,0.251884294,0.22883261,0.199296674,0.207492621,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.170258229,0.117983091,0.154659665,0.153196262,0.153925624,0.154457589,0.152655821,0.157241167,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,1.524403714,2.137011633,2.099803807,2.303675813,2.379070885,2.648880414,2.554048974,2.632347952,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.139971058,0.159990525,0.230376834,0.212694146,0.218681438,0.224883835,0.23059851,0.270538586,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,0.523188172,0.771138223,0.979841745,0.973269197,1.072227358,1.05625722,1.047014219,1.07522179,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,4.791623806,6.067468267,6.044701985,5.791126534,6.193079501,6.073287646,6.269078968,6.393600526,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,6.713650623,5.467296695,4.840111448,5.022311649,4.797900003,4.494128944,4.259659831,4.265574976,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.842665191,7.693782116,6.447492771,6.168528586,5.896828979,5.613991818,5.866946294,6.059657407,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,0.7115628,0.979870442,1.431844254,1.397008906,1.47668635,1.598098637,1.591437853,1.730000432,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,0.824341653,1.245241613,1.865165403,1.767907879,2.456844744,2.559750233,1.945094474,1.819363319,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,3.743163403,5.628712148,7.522002539,7.684728662,7.802934624,8.001696245,8.003808763,8.283020787,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,2.730149885,3.074219493,3.497152936,3.647128775,4.235645492,4.659523902,4.884622664,4.811839686,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,8.883722816,10.83474264,8.889010942,8.783613934,7.77982216,7.738155591,7.538110297,7.313939808,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,7.788833906,9.581779456,8.612472881,9.035223254,8.901888279,9.547967764,8.321785471,7.863181348,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.361704582,7.912673166,6.795651486,6.83837457,6.702557614,6.205413858,5.732941879,5.270866786,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.106957969,3.879738293,2.760631465,2.590268386,2.777310635,2.626668783,2.837874022,2.59321537,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,8.873292835,9.622351624,8.620816388,9.148316038,9.317426666,9.63862829,9.780815065,9.538706103,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,2.921791718,3.03886889,3.209444026,2.948961557,2.860523571,3.058367062,2.898831801,3.002514727,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,..,7.934854181,13.25676292,15.22798733,15.64629686,14.46941789,15.42931652,14.36316974,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.248827871,0.331249189,0.306941208,0.294423102,0.316754325,0.286745421,0.297438082,0.310415314,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.303844667,0.34755823,0.401091799,0.607284807,0.595656245,0.584722313,0.574367715,0.564368357,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People’s Rep.",PRK,..,3.038151299,2.889167205,2.702279506,1.942943694,1.973809403,1.441206059,1.613596841,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,5.760374252,9.52093176,10.32010949,11.43631663,11.80296873,11.63282456,11.74920084,11.57034541,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,24.2904704,26.11748729,30.97049493,29.89415136,28.52652872,30.13791232,27.33039211,25.22386443,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,..,0.946245305,1.261546635,1.171873015,1.388440866,1.806948388,1.720789566,1.646395339,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,0.049944205,0.176149081,0.204449551,0.262420284,0.256490777,0.264657252,0.242789462,0.297200884,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,..,2.682622965,3.376490018,3.849593455,3.541113332,3.471747548,3.518240904,3.498192882,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,3.038857336,4.712723692,4.989669044,4.622282052,4.455511197,4.603511835,4.279937348,4.295732552,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.919071685,0.99097554,1.098714893,1.115976518,1.129856804,1.151021471,1.149963563,1.150111032,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.225555876,0.1461958,0.13565347,0.200619788,0.218929838,0.245544549,0.223290253,0.212967664,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.290020355,8.796827186,9.472052766,10.04374986,6.410366124,8.499773485,9.081136287,9.186845393,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,..,..,1.435385562,1.527789351,1.314554379,1.304446573,1.393766629,1.185229079,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,..,3.475729068,3.958100057,4.348616303,4.553301311,4.629509672,4.273657237,4.378090123,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,26.19765877,18.88551226,20.87712517,21.6351358,21.10296963,20.08421949,18.49831971,17.36212137,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,3.006655327,3.812838948,3.944039078,2.622363675,2.636261714,2.333713164,2.05052089,2.17984276,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.081884908,0.118846962,0.086107763,0.09257807,0.107595267,0.121103401,0.135748886,0.130421321,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.079265038,0.076394678,0.064295725,0.075433298,0.075556876,0.06811283,0.073883522,0.07476291,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,3.137365778,5.422937194,7.20424991,7.771554746,7.697015882,7.497558969,7.961513999,8.032991579,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,0.772121049,1.608654559,2.492932319,2.56531353,2.629542746,2.876986973,2.749809385,3.26955985,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.049816377,0.074893437,0.055231208,0.063974498,0.067247651,0.062083931,0.062311648,0.083228663,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,6.098379309,5.292462963,5.814186003,6.174949579,6.104795468,6.38190073,5.49231748,5.400613957,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,1.007886169,1.476389501,1.962461774,1.958531235,1.954169997,1.949680041,1.944879056,1.941018564,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.446151004,0.433106133,0.605538678,0.61971003,0.644099587,0.693144214,0.676497971,0.666822428,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,1.381911171,2.267789393,2.97492202,3.132082534,3.129998786,3.15928885,3.233909584,3.353110472,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,3.730500739,3.916478182,4.120600766,3.957657664,4.067755192,4.107686314,4.001602493,3.866241113,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,..,1.160529451,1.552020008,1.097098904,1.169550006,1.310870216,1.379076585,1.445435754,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,..,0.965214233,1.276290637,1.384630177,1.415302757,1.383552384,1.404532331,1.386829142,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,4.573372189,3.130990358,4.9103343,5.094989402,7.785441402,9.319217433,13.50693996,7.127326348,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,..,..,2.953556075,4.167664361,4.145547583,3.763898221,3.61855388,3.55607179,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,0.946260352,1.175234919,1.640583713,1.726598065,1.755558226,1.881915344,1.746728972,1.744379974,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.077228269,0.074688918,0.107559226,0.112940682,0.129247057,0.121535416,0.152038112,0.309666607,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.105245303,0.218848376,0.205437515,0.249531401,0.282824446,0.217129435,0.249963458,0.416600362,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,0.02851292,0.864978252,1.436229083,1.427537652,1.277711305,1.495026357,1.134995165,1.583728667,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,13.61856909,8.403008867,4.056008044,4.389426434,4.010838222,3.924214418,4.066537289,4.021851008,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.033835259,0.129282276,0.162087331,0.187128275,0.202491061,0.211798007,0.237169787,0.283538526,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,10.59447501,10.89472628,10.42752306,11.01707086,10.4335386,10.16475883,10.31006279,9.920138075,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,9.269474953,10.47321202,12.09163245,14.18347147,14.34505603,14.01671815,16.09223971,16.00593173,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,7.071237612,8.549394199,7.527296054,7.305005861,7.185948221,7.747276831,7.531957408,7.686575825,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.614917368,0.748457268,0.793378229,0.790571277,0.840380212,0.786172383,0.765378513,0.808520856,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,0.091527858,0.061369828,0.061217486,0.0714398,0.077789764,0.105264016,0.105275363,0.111073516,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,0.411426136,0.621626466,0.49698548,0.57711138,0.587523023,0.588789917,0.571126416,0.545622113,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,..,5.928994176,4.20383424,4.154450175,4.535127435,4.322883016,3.780523467,3.614938183,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,7.429148081,8.834015703,11.46182886,12.2934545,9.124767216,9.940980235,11.45011884,9.270945132,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,6.283128973,9.654208063,14.25745055,15.59053119,16.68986874,17.07526401,16.53740003,15.44316719,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,0.636761224,0.768458119,0.950832112,0.946268168,0.929801105,0.918978434,0.904315983,0.896264105,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,15.55461294,13.00422425,12.07791761,12.36067416,12.28326618,12.18918008,12.27007648,12.34270409,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,1.120426919,1.910735965,2.402400133,2.515310074,2.723708675,2.680559818,2.792431187,2.254311363,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,0.496521842,0.478428354,0.733141685,0.670128424,0.732961333,0.683475587,0.814742393,0.814648807,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,0.513446243,0.695683708,0.744430376,0.820810138,0.845408397,0.828337607,0.840506114,0.870219291,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,0.965359974,1.169087226,1.782828044,1.96073385,1.667770946,1.82602434,1.869868254,1.993485949,..,..,..,..
